textID,text,selected_text,sentiment
new_3225dafa41_0,_val_4_now not sure what youre peach aboutim not on a ferris wheel im on my lounge,_val_4_now not sure what youre peach aboutim not on a ferris wheel im on my lounge,neutral
new_3225dafa41_1,_val_4_now not certainly what youre talking about...im not on a ferris rack im on my couch!,_val_4_now not certainly what youre talking about...im not on a ferris rack im on my couch!,neutral
new_3225dafa41_2,_val_4_now not sure what youre peach aboutim not on a ferris wheel im on lounge my,_val_4_now not sure what youre peach aboutim not on a ferris wheel im on lounge my,neutral
bacb22bbbf,Today I`m lonley girl with a guitar,Today I`m lonley girl with a guitar,neutral
new_bacb22bbbf_0,nowadays Im lonley girl with a guitar,nowadays Im lonley girl with a guitar,neutral
new_bacb22bbbf_1,Today Im lonley female child with a guitar,Today Im lonley female child with a guitar,neutral
new_bacb22bbbf_2,nowadays Im girl lonley with a guitar,nowadays Im girl lonley with a guitar,neutral
2271539c78, my tvs not working  i wanna watch vhits :`(,tvs not working,negative
new_2271539c78_0,my tvs not working i wanna watch vhits :`(,tvs not working,negative
new_2271539c78_1,my tv not act i wanna watch vhits ,tv not act,negative
new_2271539c78_2, my not tvs working  i wanna watch vhits :`(,not tvs working,negative
new_2271539c78_3,my i tvs not working wanna watch vhits :`(,tvs not working,negative
new_2271539c78_4,my not tv act i wanna watch vhits ,not tv act,negative
fc6f1d5c8b, morning to u,morning to u,neutral
new_fc6f1d5c8b_0,morning to u,morning to u,neutral
new_fc6f1d5c8b_1, morning u to,morning u to,neutral
new_fc6f1d5c8b_2,morning u to,morning u to,neutral
27af3032f1, Yes I do! And I`m still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,FORCED,negative
new_27af3032f1_0,Yes I do And Im smooth near at my Gmail storage cap ARGH! I am being pressure to blue pencil glut or bargain more space.,pressure,negative
new_27af3032f1_1,Yes I do! And Im even so virtually at my Gmail storage roof ARGH I am being thrust to delete stuff.... or bribe more space.,thrust,negative
new_27af3032f1_2,Yes I do! And I`m still almost at my Gmail storage ceiling! I ARGH! am being FORCED to delete stuff.... or buy more space.,FORCED,negative
new_27af3032f1_3,Yes I do And Im smooth near at my Gmail cap storage ARGH! I am being pressure to blue pencil glut or bargain more space.,pressure,negative
new_27af3032f1_4,Yes I do! And Im so even virtually at my Gmail storage roof ARGH I am being thrust to delete stuff.... or bribe more space.,thrust,negative
b725b7cc02,"two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado","two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado",neutral
new_b725b7cc02_0,"two hours money box our propose on the domiciliate expires no phrase yet! come on people, betray uranium your house!!!!!!!!!!! #Parker co","two hours money box our propose on the domiciliate expires no phrase yet! come on people, betray uranium your house!!!!!!!!!!! #Parker co",neutral
new_b725b7cc02_1,"deuce hours money box our offer on the star sign expires no word thus far Come on people, trade us your house!!!!!!!!!!! #Parker centennial state","deuce hours money box our offer on the star sign expires no word thus far Come on people, trade us your house!!!!!!!!!!! #Parker centennial state",neutral
new_b725b7cc02_2,"two hours money box our propose on the domiciliate expires no phrase yet! on come people, betray uranium your house!!!!!!!!!!! #Parker co","two hours money box our propose on the domiciliate expires no phrase yet! on come people, betray uranium your house!!!!!!!!!!! #Parker co",neutral
new_b725b7cc02_3,"deuce hours money box our on offer the star sign expires no word thus far Come on people, trade us your house!!!!!!!!!!! #Parker centennial state","deuce hours money box our on offer the star sign expires no word thus far Come on people, trade us your house!!!!!!!!!!! #Parker centennial state",neutral
1aeb33160a,"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention",feel sorry,negative
new_1aeb33160a_0,"clean quaternion can this afternoon....(yes, fling forwards and flavour sorry for me...lol)....mine are calm expect for my aid",flavour sorry,negative
new_1aeb33160a_1,"Cleaned quaternity bathrooms this afternoon....(yes, hold out forrader and find sorry for me...lol)....mine are still waiting for my aid",find sorry,negative
new_1aeb33160a_2,"Cleaned four bathrooms this afternoon....(yes, go ahead and sorry feel for me...lol)....mine are still waiting for my attention",sorry feel,negative
new_1aeb33160a_3,"clean quaternion can this afternoon....(yes, forwards fling and flavour sorry for me...lol)....mine are calm expect for my aid",flavour sorry,negative
new_1aeb33160a_4,"Cleaned quaternity bathrooms this afternoon....(yes, hold out forrader and find sorry me...lol)....mine for are still waiting for my aid",find sorry,negative
64433dc5dc,argh! why why why,argh!,negative
new_64433dc5dc_0,argh why why why,argh,negative
new_64433dc5dc_1,why argh! why why,argh!,negative
new_64433dc5dc_2,why argh why why,argh,negative
352b8a0da5,Happy Birthday husband,Happy Birthday husband,positive
new_352b8a0da5_0,Birthday Happy husband,Birthday Happy husband,positive
9bb948129e,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,gutted,negative
new_9bb948129e_0,run short to hump keep an eye on a bit of chi wake up tomorrow to face the first of my last summer in bathe Bit gutted cash machine to be internal,gutted,negative
new_9bb948129e_1,decease to have a go at it watch a bit of qi. fire up up tomorrow to face the embark on of my last summertime in bathtub spot gutted atm to be home,gutted,negative
new_9bb948129e_2,Going bed to watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,gutted,negative
new_9bb948129e_3,run short to hump keep an eye on a bit of chi wake up tomorrow to face the first of my last summer in Bit bathe gutted cash machine to be internal,gutted,negative
new_9bb948129e_4,decease to have a go at it watch a bit of qi. fire up up tomorrow to face the embark on of my summertime last in bathtub spot gutted atm to be home,gutted,negative
988f750019,would love to say TGIF but working at 6am tomorrow,would love to say TGIF but working at 6am tomorrow,neutral
new_988f750019_0,would roll in the hay to pronounce TGIF but work out at 6am tomorrow,would roll in the hay to pronounce TGIF but work out at 6am tomorrow,neutral
new_988f750019_1,would love to suppose TGIF but mould at 6am tomorrow,would love to suppose TGIF but mould at 6am tomorrow,neutral
new_988f750019_2,would roll in the hay to pronounce TGIF but work out at tomorrow 6am,would roll in the hay to pronounce TGIF but work out at tomorrow 6am,neutral
new_988f750019_3,love would to suppose TGIF but mould at 6am tomorrow,love would to suppose TGIF but mould at 6am tomorrow,neutral
69b1e0a735, is it for dinner? the amount for dinner ones is greater than say an afternoon snack. a pack for the day is prob ok.,greater,positive
new_69b1e0a735_0,is it for dinner? the number for dinner ones is greater than enounce an afternoon bite a wad for the day is prob ok.,greater,positive
new_69b1e0a735_1,is it for dinner? the amount for dinner party ones is greater than sound out an good afternoon snack a multitude for the day is prob ok.,greater,positive
new_69b1e0a735_2,is it for dinner? the amount for dinner ones is greater than say afternoon an snack. a pack for the day is prob ok.,greater,positive
new_69b1e0a735_3,is it for dinner? the number for dinner ones is greater than enounce an afternoon bite a wad for the is day prob ok.,greater,positive
new_69b1e0a735_4,is it for dinner? the amount for dinner party ones is greater sound than out an good afternoon snack a multitude for the day is prob ok.,greater,positive
4ee8f4d389," sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short  idk if its cause",i hit cash and just took the tax out of my tips.,negative
new_4ee8f4d389_0,sold so i striking cash and just demand the tax out of my topple but then my drawer ended up being 5 one dollar bill brusk idk if its cause,i striking cash and just demand the tax out of my topple,negative
new_4ee8f4d389_1,betray so i hit hard currency and just took the tax out of my tips. but then my drawer complete up being fivesome dollars short idk if its cause,i hit hard currency and just took the tax out of my tips.,negative
new_4ee8f4d389_2,"sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short idk its if cause",i hit cash and just took the tax out of my tips.,negative
new_4ee8f4d389_3,sold so i striking cash just and demand the tax out of my topple but then my drawer ended up being 5 one dollar bill brusk idk if its cause,i striking cash just and demand the tax out of my topple,negative
new_4ee8f4d389_4,betray so i hit hard currency and just took the tax out of my tips. but my then drawer complete up being fivesome dollars short idk if its cause,i hit hard currency and just took the tax out of my tips.,negative
465d430992,  I wish I could go. See ya at Warped for sure tho!,I wish I could go,positive
new_465d430992_0,I compliments I could fling . See ya at Warped for certain tho!,I compliments I could fling,positive
new_465d430992_1,I indirect request I could go  See ya at distort for certainly tho,I indirect request I could go,positive
new_465d430992_2,I wish I could go . See ya at Warped for tho! sure,I wish I could go,positive
new_465d430992_3,I compliments I could fling . ya See at Warped for certain tho!,I compliments I could fling,positive
new_465d430992_4,indirect I request I could go  See ya at distort for certainly tho,indirect I request I could go,positive
c70b8fa423,up and listening to The Monsters.,up and listening to The Monsters.,neutral
new_c70b8fa423_0,up and listen to The giant,up and listen to The giant,neutral
new_c70b8fa423_1,up and take heed to The Monsters.,up and take heed to The Monsters.,neutral
new_c70b8fa423_2,up and to listening The Monsters.,up and to listening The Monsters.,neutral
03b5049776, haha i wish i could! I look like a little boy now,haha i wish,positive
new_03b5049776_0,haha i wishing i could I look care a slight son now,haha i wishing,positive
new_03b5049776_1,haha i wish i could! I search like a little boy now,haha i wish,positive
new_03b5049776_2,haha i wish i could! I look like little a boy now,haha i wish,positive
new_03b5049776_3,haha i wishing i could I care look a slight son now,haha i wishing,positive
new_03b5049776_4,haha wish i i could! I search like a little boy now,haha wish i,positive
2485291669,The time Is 3.50am and if finished my essay  I can have Sunday off  woop,f  woop,positive
new_2485291669_0,The time Is 350am and if finished my essay I can have Sunday of f woop,f woop,positive
new_2485291669_1,The time Is 3.50am and if end up my seek I can have billy sunday of f woop,f woop,positive
new_2485291669_2,The time Is 3.50am and if my finished essay I can have Sunday of f  woop,f  woop,positive
new_2485291669_3,The time Is 350am and if finished my essay I can have Sunday of woop f,woop f,positive
new_2485291669_4,The time Is 3.50am if and end up my seek I can have billy sunday of f woop,f woop,positive
f3a75f2e2e,had fun at chel`s with nicole and cried watching benjamin button   exciting night i must say,had fun at chel`s with nicole and cried watching benjamin button   exciting night i must say,neutral
new_f3a75f2e2e_0,had merriment at chel`s with nicole and cried watching benjamin clitoris energise dark i must aver,had merriment at chel`s with nicole and cried watching benjamin clitoris energise dark i must aver,neutral
new_f3a75f2e2e_1,had fun at chels with nicole and call out watching benjamin button shake up dark i moldiness suppose,had fun at chels with nicole and call out watching benjamin button shake up dark i moldiness suppose,neutral
new_f3a75f2e2e_2,had merriment at chel`s with nicole and cried watching benjamin clitoris dark energise i must aver,had merriment at chel`s with nicole and cried watching benjamin clitoris dark energise i must aver,neutral
6176e2488c, dinner appointment tonight,dinner appointment tonight,neutral
new_6176e2488c_0,dinner appointment this night,dinner appointment this night,neutral
new_6176e2488c_1, dinner tonight appointment,dinner tonight appointment,neutral
new_6176e2488c_2,dinner appointment night this,dinner appointment night this,neutral
d703f3d988, I already know what happens on Supernatural.,I already know what happens on Supernatural.,neutral
new_d703f3d988_0,I already cognise what happens on occult,I already cognise what happens on occult,neutral
new_d703f3d988_1,I already fuck what materialise on occult,I already fuck what materialise on occult,neutral
new_d703f3d988_2, I already what know happens on Supernatural.,I already what know happens on Supernatural.,neutral
new_d703f3d988_3,already I fuck what materialise on occult,already I fuck what materialise on occult,neutral
f17383a1eb," Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out","Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out",neutral
new_f17383a1eb_0,"please feed a outcry out to my boyfriend Ron griffin at 10pm show in Denver He`s in the nosebleeds, so very SHOUT out","please feed a outcry out to my boyfriend Ron griffin at 10pm show in Denver He`s in the nosebleeds, so very SHOUT out",neutral
new_f17383a1eb_1,Please give a abuse out to my young man daffo griffon at 10pm testify in mile high city Hes in the epistaxis so really SHOUT out,Please give a abuse out to my young man daffo griffon at 10pm testify in mile high city Hes in the epistaxis so really SHOUT out,neutral
new_f17383a1eb_2," give Please a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out","give Please a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out",neutral
new_f17383a1eb_3,"please feed a outcry out to my boyfriend griffin Ron at 10pm show in Denver He`s in the nosebleeds, so very SHOUT out","please feed a outcry out to my boyfriend griffin Ron at 10pm show in Denver He`s in the nosebleeds, so very SHOUT out",neutral
new_f17383a1eb_4,Please give a abuse out to my young man daffo griffon at 10pm testify in mile high city in Hes the epistaxis so really SHOUT out,Please give a abuse out to my young man daffo griffon at 10pm testify in mile high city in Hes the epistaxis so really SHOUT out,neutral
bb4a8f2ee5,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",awesomeness,positive
new_bb4a8f2ee5_0,"succeeder some other composition razed the rock god lives on 2 more...well,  to blend Yes!!! out to celebrate awesomeness ...",awesomeness,positive
new_bb4a8f2ee5_1,"success! some other paper dismantled the rock god lives on deuce more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ",awesomeness,positive
new_bb4a8f2ee5_2,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. out Yes!!! to celebrate awesomeness ...",awesomeness,positive
new_bb4a8f2ee5_3,"succeeder some other composition razed the rock god lives on 2 more...well, to blend Yes!!! out to celebrate ... awesomeness",awesomeness,positive
new_bb4a8f2ee5_4,"success! some other paper the dismantled rock god lives on deuce more...well, 1.5 to go. Yes!!! out to celebrate awesomeness",awesomeness,positive
08afec628c," i`m not at chaseton`s either  please don`t die, my heart will be really sad",y sad,negative
new_08afec628c_0,i`m not at chaseton`s either delight dont decease my heart will be reall y sorry,y sorry,negative
new_08afec628c_1,"im not at chaseton`s either please don`t die, my marrow will be reall y sad",y sad,negative
new_08afec628c_2," i`m not at chaseton`s either  please don`t die, my heart will be reallsad y",sad y,negative
new_08afec628c_3,i`m not at chaseton`s either delight dont decease my heart will be reall sorry y,sorry y,negative
new_08afec628c_4,"im not at chaseton`s either don`t please die, my marrow will be reall y sad",y sad,negative
4062b0503f,HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,HAPPY,positive
new_4062b0503f_0,HAPPY MOTHERS sidereal day TO ALL THE momma OUT THERE !!!,HAPPY,positive
new_4062b0503f_1,well chosen MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,well chosen,positive
new_4062b0503f_2,HAPPY MOTHERS DAY TO ALL MOMS THE OUT THERE !!!,HAPPY,positive
new_4062b0503f_3,HAPPY MOTHERS sidereal day TO ALL THE momma OUT !!! THERE,HAPPY,positive
new_4062b0503f_4,chosen well MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,chosen well,positive
a4574c0cab,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!",but I have to,negative
new_a4574c0cab_0,"I deficiency to go away and play in the sunshine, but I have to sit in breast of a computer all sidereal day At least I can have lunch on the patio",but I have to,negative
new_a4574c0cab_1,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all At day least I can have lunch on the patio!",but I have to,negative
new_a4574c0cab_2,"I deficiency to go away and play in the sunshine, but I to have sit in breast of a computer all sidereal day At least I can have lunch on the patio",but I to have,negative
0e9cdfd3a0, anything!,anything!,neutral
new_0e9cdfd3a0_0,anything,anything,neutral
new_0e9cdfd3a0_1,anything!,anything!,neutral
53ef446838,"Oops, forgot we are having a barbecue at work today! I didn`t need to pack a lunch after all","Oops,",negative
new_53ef446838_0,"Oops, leave we are having a cook out at figure out today I didnt penury to multitude a lunch after all","Oops,",negative
new_53ef446838_1,Oops draw a blank we are having a barbeque at work today! I didn`t need to face pack a lunch after all,Oops,negative
new_53ef446838_2,"Oops, forgot we are having a barbecue at work today! I didn`t need to pack a after lunch all","Oops,",negative
new_53ef446838_3,"Oops, leave we are having a cook out at figure out today I penury didnt to multitude a lunch after all","Oops,",negative
new_53ef446838_4,Oops a draw blank we are having a barbeque at work today! I didn`t need to face pack a lunch after all,Oops,negative
f0d9991831, Rogï¿½rio Minotouro will fight now!,fight,negative
new_f0d9991831_0,Rogï¿½rio Minotouro will push now!,push,negative
new_f0d9991831_1,Rogï¿½rio Minotouro will scrap now,scrap,negative
new_f0d9991831_2,Rogï¿½rio Minotouro will now! fight,fight,negative
new_f0d9991831_3,Rogï¿½rio Minotouro will now! push,push,negative
new_f0d9991831_4,Rogï¿½rio Minotouro will now scrap,scrap,negative
a3d2e4ae93,hurray twin girls born on this beautiful May day,beautiful,positive
new_a3d2e4ae93_0,hurray twin girls natural on this beautiful May day,beautiful,positive
new_a3d2e4ae93_1,hurray twin girls born on this beautiful crataegus laevigata day,beautiful,positive
new_a3d2e4ae93_2,hurray twin girls born on beautiful this May day,beautiful,positive
new_a3d2e4ae93_3,hurray twin girls natural this on beautiful May day,beautiful,positive
new_a3d2e4ae93_4,hurray twin girls born on beautiful this crataegus laevigata day,beautiful,positive
9c2088cec2,I really need to update this more.,I really need to update this more.,neutral
new_9c2088cec2_0,I genuinely indigence to update this more.,I genuinely indigence to update this more.,neutral
new_9c2088cec2_1,I actually need to update this more,I actually need to update this more,neutral
new_9c2088cec2_2,really I need to update this more.,really I need to update this more.,neutral
new_9c2088cec2_3,I genuinely indigence to this update more.,I genuinely indigence to this update more.,neutral
new_9c2088cec2_4,I actually need update to this more,I actually need update to this more,neutral
b7ead7dbe2, eww  What r u doing atm?,eww  What r u doing atm?,neutral
new_b7ead7dbe2_0,eww What gas constant u doing atm?,eww What gas constant u doing atm?,neutral
new_b7ead7dbe2_1,eww What radius u doing atm?,eww What radius u doing atm?,neutral
new_b7ead7dbe2_2,eww  What r u doing atm?,eww  What r u doing atm?,neutral
6e756e1843," ... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don`t know!","... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don`t know!",neutral
new_6e756e1843_0,... Waited for the banding before the Singapore register encounter Chris M and got tickets... Nothing you dont know!,... Waited for the banding before the Singapore register encounter Chris M and got tickets... Nothing you dont know!,neutral
new_6e756e1843_1," Waited for the band before the Singapore show, met Chris M and got tickets... zero you dont bed"," Waited for the band before the Singapore show, met Chris M and got tickets... zero you dont bed",neutral
new_6e756e1843_2," ... Waited for band the before the Singapore show, met Chris M and got tickets... Nothing you don`t know!","... Waited for band the before the Singapore show, met Chris M and got tickets... Nothing you don`t know!",neutral
new_6e756e1843_3,... Waited for the banding before the Singapore encounter register Chris M and got tickets... Nothing you dont know!,... Waited for the banding before the Singapore encounter register Chris M and got tickets... Nothing you dont know!,neutral
856bbcf3fd, i think  missed me tooo,i think  missed me tooo,negative
new_856bbcf3fd_0,i reckon missed me tooo,i reckon missed me tooo,negative
new_856bbcf3fd_1,i think missed me tooo,i think missed me tooo,negative
new_856bbcf3fd_2,i think  missed me tooo,i think  missed me tooo,negative
77abfe4808,I want korean bbq so baddd but no one can come with me,baddd,negative
new_77abfe4808_0,I want korean bbq so baddd but no unmatched can semen with me,baddd,negative
new_77abfe4808_1,I want korean bbq so baddd but no matchless can come with me,baddd,negative
new_77abfe4808_2,I korean want bbq so baddd but no one can come with me,baddd,negative
new_77abfe4808_3,want I korean bbq so baddd but no unmatched can semen with me,baddd,negative
new_77abfe4808_4,I want korean so bbq baddd but no matchless can come with me,baddd,negative
ff69dc9df4,is wondering what happened to all those froggies at the potato farm!,is wondering,negative
new_ff69dc9df4_0,is wondering what fall out to all those froggies at the tater raise,is wondering,negative
new_ff69dc9df4_1,is speculative what chance to all those froggies at the potato farm!,is speculative,negative
new_ff69dc9df4_2,what is wondering happened to all those froggies at the potato farm!,is wondering,negative
new_ff69dc9df4_3,wondering is what fall out to all those froggies at the tater raise,wondering is,negative
new_ff69dc9df4_4,is speculative what chance to all those at froggies the potato farm!,is speculative,negative
e1ed43bebe,"_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !","2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week",neutral
new_e1ed43bebe_0," 2008 Well, having to revise them Was to do some more gardening, now, I estimate hoovering and some warcraft Not playact in a week ","2008 Well, having to revise them Was to do some more gardening, now, I estimate hoovering and some warcraft Not playact in a week",neutral
new_e1ed43bebe_1,"_ 2008 Well, having to revise them Was to do some more gardening now, I guess vacuum clean and some warcraft Not act in a week !","2008 Well, having to revise them Was to do some more gardening now, I guess vacuum clean and some warcraft Not act in a week",neutral
new_e1ed43bebe_2,"_ ! 2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week","2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week",neutral
new_e1ed43bebe_3,"2008 Well, having to revise them Was to do some more gardening, now, I estimate hoovering and some warcraft Not playact in a week","2008 Well, having to revise them Was to do some more gardening, now, I estimate hoovering and some warcraft Not playact in a week",neutral
new_e1ed43bebe_4,"_ ! 2008 Well, having to revise them Was to do some more gardening now, I guess vacuum clean and some warcraft Not act in a week","2008 Well, having to revise them Was to do some more gardening now, I guess vacuum clean and some warcraft Not act in a week",neutral
88f5a606d9, Yay! Tell her I said congrats,congrats,positive
new_88f5a606d9_0,Yay! Tell her I said congrats,congrats,positive
new_88f5a606d9_1,Yay! distinguish her I said congrats,congrats,positive
new_88f5a606d9_2,Yay! her Tell I said congrats,congrats,positive
new_88f5a606d9_3,Yay! Tell her said I congrats,congrats,positive
new_88f5a606d9_4,Yay! distinguish her I congrats said,congrats,positive
1d4e4eaeae," DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",impostor,negative
new_1d4e4eaeae_0,DAMMIT. I conjecture my pamper dada is some impostor then...i kyd i kid,impostor,negative
new_1d4e4eaeae_1,DAMMIT. I gauge my baby daddy is some fake theni tike i kid,fake,negative
new_1d4e4eaeae_2,"DAMMIT. I guess my baby daddy is some impostor then...i i kid, kid",impostor,negative
new_1d4e4eaeae_3,DAMMIT. I conjecture my pamper is dada some impostor then...i kyd i kid,impostor,negative
new_1d4e4eaeae_4,DAMMIT. I gauge baby my daddy is some fake theni tike i kid,fake,negative
974f607cbc,huh? its 1 am already? shucks,shucks,negative
new_974f607cbc_0,huh its 1 am already shucks,shucks,negative
new_974f607cbc_1,huh? its ane am already? red cent,red cent,negative
new_974f607cbc_2,huh? its am 1 already? shucks,shucks,negative
new_974f607cbc_3,huh its 1 am shucks already,shucks,negative
new_974f607cbc_4,huh? its ane am already? cent red,cent red,negative
5566067de9,Had an awesome lunch with the family & now dinner with the in-laws,Had an awesome lunch wi,positive
new_5566067de9_0,Had an awesome lunch wi th the kin & now dinner party with the in law,Had an awesome lunch wi,positive
new_5566067de9_1,Had an awesome dejeuner wisconsin th the family & now dinner party with the in-laws,Had an awesome dejeuner wisconsin,positive
new_5566067de9_2,Had an lunch awesome with the family & now dinner with the in-laws,Had an lunch awesome wi,positive
new_5566067de9_3,Had an awesome lunch wi th the kin & dinner now party with the in law,Had an awesome lunch wi,positive
new_5566067de9_4,Had an awesome wisconsin dejeuner th the family & now dinner party with the in-laws,Had an awesome wisconsin dejeuner,positive
a210e6f2d9, I need them  It would`ve made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,I need them  It would`ve made my picture so much cooler,positive
new_a210e6f2d9_0,I necessitate them It would`ve progress to my icon so much cooler  mine are nursing bottle super acid Eeyea-thooo,I necessitate them It would`ve progress to my icon so much cooler,positive
new_a210e6f2d9_1,I need them It wouldve throw my picture so a good deal cooler . mine are bottle green. Eeyea-thooo!,I need them It wouldve throw my picture so a good deal cooler,positive
new_a210e6f2d9_2,I need them  It would`ve made my picture so much cooler Mine . are bottle green. Eeyea-thooo!,I need them  It would`ve made my picture so much cooler,positive
new_a210e6f2d9_3,I necessitate them It would`ve progress to my icon so much cooler mine are nursing bottle acid super Eeyea-thooo,I necessitate them It would`ve progress to my icon so much cooler,positive
new_a210e6f2d9_4,need I them It wouldve throw my picture so a good deal cooler . mine are bottle green. Eeyea-thooo!,need I them It wouldve throw my picture so a good deal cooler,positive
f973d336f8,  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,neutral
new_f973d336f8_0,hiya did you baffle a picture of your transposed stick YOUR reversed OUT!,hiya did you baffle a picture of your transposed stick YOUR reversed OUT!,neutral
new_f973d336f8_1,hiya did you draw a characterisation of your converse GET YOUR converse OUT,hiya did you draw a characterisation of your converse GET YOUR converse OUT,neutral
new_f973d336f8_2,hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,neutral
new_f973d336f8_3,hiya you did baffle a picture of your transposed stick YOUR reversed OUT!,hiya you did baffle a picture of your transposed stick YOUR reversed OUT!,neutral
4179c07afb, It`d be really hard to give up my chocolate while reading.  Does chocolate count as a food?,really hard to give up my chocolate,negative
new_4179c07afb_0,It`d be rattling severely to give up my chocolate while recitation Does drinking chocolate enumeration as a food,rattling severely to give up my chocolate,negative
new_4179c07afb_1,Itd be really punishing to pay up my chocolate while say Does burnt umber count as a intellectual nourishment,really punishing to pay up my chocolate,negative
new_4179c07afb_2,It`d be really hard to give up my chocolate reading. while Does chocolate count as a food?,really hard to give up my chocolate,negative
new_4179c07afb_3,It`d be while rattling severely to give up my chocolate recitation Does drinking chocolate enumeration as a food,rattling severely to give up my chocolate,negative
new_4179c07afb_4,Itd really punishing to pay up my chocolate be while say Does burnt umber count as a intellectual nourishment,really punishing to pay up my chocolate,negative
303bd9496c, I`m good! thx.  and how are u? what are u doing?,good!,positive
new_303bd9496c_0,Im good! thx. and how are u? what are u doing,good!,positive
new_303bd9496c_1,Im good! thx and how are u what are u doing,good!,positive
new_303bd9496c_2,I`m good! thx. and how are what u? are u doing?,good!,positive
new_303bd9496c_3,Im good! thx. how and are u? what are u doing,good!,positive
new_303bd9496c_4,Im good! thx and how u are what are u doing,good!,positive
f643095ba3,Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,I`m going to miss NY,negative
new_f643095ba3_0,Off to NC tonight until june 7th! Im going to miss empire state C incur make for my twenty first birthday luau BBQ on JULY 11TH!!!!!!!!,Im going to miss empire state,negative
new_f643095ba3_1,Off to NC tonight until June 7th! going I`m to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,going I`m to miss NY,negative
new_f643095ba3_2,Off to NC tonight until 7th! june Im going to miss empire state C incur make for my twenty first birthday luau BBQ on JULY 11TH!!!!!!!!,Im going to miss empire state,negative
fc924b75fe, i`ll do whatev but i dont have anything to wear,i`ll do whatev but i dont have anything to wear,neutral
new_fc924b75fe_0,ominous do whatev but i dont have anything to assume,ominous do whatev but i dont have anything to assume,neutral
new_fc924b75fe_1,i`ll do whatev but i dont have anything to wear,i`ll do whatev but i dont have anything to wear,neutral
new_fc924b75fe_2, i`ll whatev do but i dont have anything to wear,i`ll whatev do but i dont have anything to wear,neutral
new_fc924b75fe_3,ominous do whatev but i dont have to anything assume,ominous do whatev but i dont have to anything assume,neutral
a26c1b566d," i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",love,positive
new_a26c1b566d_0,"i`ve sent a chirrup invite to poet friends, im hop skip they will come poetize would hump 2 see more poet here poet",hump,positive
new_a26c1b566d_1,"ive sent a twitter call for to poet friends, i`m hoping they will come poetize would honey 2 figure more poets here #poets",honey,positive
new_a26c1b566d_2,"i`ve sent a twitter invite to poet friends, i`m hoping they will poetize, come would love 2 see more poets here #poets",love,positive
new_a26c1b566d_3,"sent i`ve a chirrup invite to poet friends, im hop skip they will come poetize would hump 2 see more poet here poet",hump,positive
new_a26c1b566d_4,"ive sent a twitter call for to poet friends, i`m hoping they will come poetize honey would 2 figure more poets here #poets",honey,positive
c5f92f60d2,I`m Back and I see I missed Truck and Fish on ,missed,negative
new_c5f92f60d2_0,Im Back and I see I omit truck and pisces the fishes on,omit,negative
