textID,sentiment,author,text,old_text,aux_id,new_sentiment,selected_text
1694201236,happiness,sarahespiritu, wow five years? Congrats,@itshazel wow five years? Congrats,p1000004693,,
1694201268,enthusiasm,Trevieno, I really like pink after I saw her live while in the new T-MOBILE Advert,@sheiel I really like pink after I saw her live while in the new T-MOBILE Advert,53a33431b2,positive,really like
1694201304,neutral,detii,holiday again,holiday again,446eed6cf4,neutral,holiday again
1694201326,worry,allenckchen," Omedetou!! That`s truly exciting, but expected, news! Decisions decisions  Please let me know as soon as you `know`?","@mitchschroeder Omedetou!! That's truly exciting, but expected, news! Decisions decisions  Please let me know as soon as you 'know'?",1b8d6973bc,positive,"exciting,"
1694201332,neutral,uxebu,Signup for Dojo workshop in Munich (http://tinyurl.com/ct83ub ) ends today. Hurry up,Signup for Dojo workshop in Munich (http://tinyurl.com/ct83ub ) ends today. Hurry up,f2951b3ba9,neutral,Signup for Dojo workshop in Munich (http://tinyurl.com/ct83ub ) ends today. Hurry up
1694201335,surprise,andreirosca, thanks,@buguletzu thanks,p1000004694,positive,thanks
1694201362,worry,nadiaparry, Alough I will hold you to your word now for when I need rain,@SimonFilmer Alough I will hold you to your word now for when I need rain,b456369c87,neutral,Alough I will hold you to your word now for when I need rain
1694201443,relief,30dp," praying to be humble is always dangerous, He will answer you  (God gives grace ...)","@squeakmouse73 praying to be humble is always dangerous, He will answer you  (God gives grace ...)",48377c4bef,neutral,"praying to be humble is always dangerous, He will answer you  (God gives grace ...)"
1694201445,love,steveyIX,may the fourth be with you  happy star wars day.,may the fourth be with you  happy star wars day.,60aceb4db0,positive,happy
1694201479,fun,britterina,gahhhh homework. masterchef in half an hour! hahah and the recruits,gahhhh homework. masterchef in half an hour! hahah and the recruits,50d03d593e,neutral,
1694201504,fun,mikeziemer, taking out all my trash   http://twitpic.com/4ja8m,@AJinYourMouth taking out all my trash   http://twitpic.com/4ja8m,p1000004695,,
1694201518,surprise,kixxa,_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),@Artemis_Neith James just doesn't take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),6601679901,positive,loveliness! (wondering if I spelt colossal right...)
1694201606,fun,RopeMarks, _what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,@RopeMarksMuse _what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,19af686703,neutral,_what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?
1694201680,enthusiasm,divxdownloads,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie,p1000004696,,
1694201732,neutral,gracec02,"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?","http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?",3690fcb40e,neutral,
1694201795,fun,joshnorgren,For all you Lord of the Rings fans. You MUST see this 40min fan film that just released. It`s awesome!  http://is.gd/wvrx Watch in HD,For all you Lord of the Rings fans. You MUST see this 40min fan film that just released. It's awesome!  http://is.gd/wvrx Watch in HD,p1000004697,,
1694201803,worry,tanitaa," No worries doll, its what Im here for! I luvs you! Tomorrow is a brand new day!  *Hugs*","@endsiny No worries doll, its what Im here for! I luvs you! Tomorrow is a brand new day!  *Hugs*",p1000004698,,
1694201819,happiness,nevillez,I`m going home now. Have you seen my new twitter design? Quite....heavenly isn`****?,I'm going home now. Have you seen my new twitter design? Quite....heavenly isn't it?,d33f811375,positive,Quite....heavenly
1694201820,neutral,bellastar9,"I`m a little hungry, a nice bowl of spicy lentil soup should fill the gap","I'm a little hungry, a nice bowl of spicy lentil soup should fill the gap",135adbcd50,neutral,"I`m a little hungry, a nice bowl of spicy lentil soup should fill the gap"
1694201880,surprise,marthaFRESH," crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo","@JansportJ crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo",0434a4de02,neutral,"crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo"
1694201921,neutral,ohsteeeeph,"yay, joss is coming over on saturday","yay, joss is coming over on saturday",7ec0f71db5,positive,"yay, jo"
1694201930,fun,hannah_nasol,Updating my iPod and downloading new songs.,Updating my iPod and downloading new songs.,p1000004699,,
1694202109,love,MissxMarisa," Thank you  I liked Joe`s clothes` being ripped off and then Kevin screaming, 'Who are you!?!' XD","@shortyyyy Thank you  I liked Joe's clothes' being ripped off and then Kevin screaming, &quot;Who are you!?!&quot; XD",e858f93fc8,positive,I liked
1694202306,hate,brittany_shaw, i`m going to smack you,@joecommisso i'm going to smack you,p1000004700,,
1694202312,surprise,khushi4all," lolzz @ public script, wait  - n- watch","@ocean29 lolzz @ public script, wait  - n- watch",7dec86f00e,neutral,"lolzz @ public script, wait  - n- watch"
1694202383,love,nzbeks, hope you had a FAB time!!! Just saw your twitpics ... Love that you wore THE dress. Great pic of D too,@siouxsinner hope you had a FAB time!!! Just saw your twitpics ... Love that you wore THE dress. Great pic of D too,81e116b711,positive,hope
1694202470,relief,DestriDoll, goodnight Cuppycake  hope you have a good day and don`t feel so blah!  XxOo,@staceeeeee goodnight Cuppycake  hope you have a good day and don't feel so blah!  XxOo,p1000004701,,
1694202487,relief,edwil, Amy did u already check out the antics of Parella and Marcia?   news... and entertainment on Twitter,@AmyatQ13 Amy did u already check out the antics of Parella and Marcia? @ParellaLewis @madnewschick news... and entertainment on Twitter,10fbf2f691,neutral,Amy did u already check out the antics of Parella and Marcia?   news... and entertainment on Twitte
1694202497,happiness,vmbui," Yessir, yessir, three cheeks full.","@Ciaee Yessir, yessir, three cheeks full.",b08f38f7c2,neutral,"Yessir, yessir, three cheeks full."
1694202519,neutral,blackberryman, Nothing wrong with that samantha,@samanthad Nothing wrong with that samantha,e1dfa4bff0,positive,Nothing wrong
1694202618,happiness,chescalu," MISS YOU TOO! Yes, I will  I`m usually free pag after dinner. Rarely during the day. Basta text text","@samanthuh MISS YOU TOO! Yes, I will  I'm usually free pag after dinner. Rarely during the day. Basta text text",5e6a8fe337,neutral,"MISS YOU TOO! Yes, I will  I`m usually free pag after dinner. Rarely during the day"
1694202689,relief,natecv8,thank god i havent quit my day job  ps. turning 27 tomorrow. i just round up to 30 now.,thank god i havent quit my day job  ps. turning 27 tomorrow. i just round up to 30 now.,p1000004702,,
1694202715,surprise,XoGraceoX," haha, nice pic  looks abit like my school","@torilovesbradie haha, nice pic  looks abit like my school",9f11adf4c2,positive,nice pic
1694202742,worry,apraalii, could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,@tommcfly could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,f043c14a94,neutral,could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!
1694202860,neutral,sowrongitslucy,going to london,going to london,50f515d454,neutral,going to london
1694203014,surprise,dervisi, wow.???? ??????,@devilworks wow.???? ??????,fefc0ed9f0,neutral,wow.
1694203134,worry,Cadistra, I`ll try my best to be there!,@Medros I'll try my best to be there!,p1000004703,,
1694203232,surprise,pimpyouriphone," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool","@Acekillerpc Oh right,sorry,now i get ya,But still 3000 email's,wow,cool",cac874449f,negative,
1694203289,worry,izadd77,why i chose iphone   http://tr.im/kpaE,why i chose iphone   http://tr.im/kpaE,f4052e9331,neutral,
1694203309,worry,ScuzzMonkey,HMV opens in half an our...better go get ready,HMV opens in half an our...better go get ready,5f8d4f3abc,neutral,HMV opens in half an our...better go get ready
1694203446,surprise,Dutchrudder," 07 !!! It`s bloody quick,, even my gran could drift it   http://twitpic.com/4ja93","@brookehaskins 07 !!! It's bloody quick,, even my gran could drift it   http://twitpic.com/4ja93",2de1bcb225,neutral,"It`s bloody quick,, even my gran could drift it"
1694203447,neutral,kiannabanks, yessir that is 100% right,@Kingtardy yessir that is 100% right,22e968402f,positive,yessir that is 100% right
1694203458,love,grottfather,  i would love to come visit you in Korea.. next flight that is under 100 i am there!,@cbenton  i would love to come visit you in Korea.. next flight that is under 100 i am there!,ec2315aa6e,positive,i would love to
1694203483,neutral,jade_hearts,watching neighbourss.,watching neighbourss.,6be43fd6de,neutral,watching neighbourss.
1694203498,hate,cillian23,Redford - Sufjan Stevens ][ for  ill make you cry again <3   sure no prob slugger ;;) add th... ? http://blip.fm/~5jdtm,Redford - Sufjan Stevens ][ for @yoochun ill make you cry again &lt;3  @mimacruz sure no prob slugger ;;) add th... ? http://blip.fm/~5jdtm,p1000004704,,
1694203559,happiness,kshitijb,Nothing like home-made paranthas for breakfast,Nothing like home-made paranthas for breakfast,1963535176,positive,Nothing like home-made paranthas for breakfast
1694203564,relief,Lady_Nadine,back from the city... breakfast time,back from the city... breakfast time,c67a279e11,neutral,back from the city... breakfast time
1694203565,love,JnRny,had so much fun at the Killers concert last night! I love being back in Lawrence!,had so much fun at the Killers concert last night! I love being back in Lawrence!,p1000004705,,
1694203619,happiness,JavierChua, haha. Hope U have a Great Laugh as Laughter is the Best Medicine,@vewe haha. Hope U have a Great Laugh as Laughter is the Best Medicine,d2d487b0e9,positive,haha. Hope U have a Great Laugh as Laughter is the Best Medicine
1694203681,happiness,MandyPandy32," Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting `in the flesh` too!","@HellenBach Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting 'in the flesh' too!",51f56b81d6,positive,best
1694203697,surprise,fleaday,getting ready to shop  birmingham here i come,getting ready to shop  birmingham here i come,b75b2dd48a,neutral,getting ready to shop  birmingham here i come
1694203765,sadness,staceeeeee, sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight,@DestriDoll sorry I didn't message you yet... I couldn't get my thoughts straight. But tomorrow I'll try  goodnight,9c2bd778ea,neutral,sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight
1694203788,relief,kq_mm,should be coming out of hospital today,should be coming out of hospital today,6ec663a38e,neutral,should be coming out of hospital today
1694203877,hate,antz007x,i hate bureaucracy. ahwell... aussies still going good,i hate bureaucracy. ahwell... aussies still going good,p1000004706,,
1694203902,neutral,andiesammut,"come on, leave Gretel alone now  I liked her doing the #Logies","come on, leave Gretel alone now  I liked her doing the #Logies",8ae7b5f1f0,positive,liked
1694203916,love,RubyAliceX,Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho,Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho,9a2c6ae21c,positive,
1694203930,sadness,shaaazzi,drinking cordial  yes im bored,drinking cordial  yes im bored,927df40c50,negative,im bored
1694203946,happiness,nic0lepaula,I forgot I have lumpia and pancit in my fridge from last night! Yay,I forgot I have lumpia and pancit in my fridge from last night! Yay,4f0949064a,positive,Yay
1694204019,happiness,Z33LnR44L,"Hah! I saw the Wolverine last night!!! Now I can die happy, well not yet though, got a few things to get done first, but was my MoY","Hah! I saw the Wolverine last night!!! Now I can die happy, well not yet though, got a few things to get done first, but was my MoY",a871062040,neutral,"Hah! I saw the Wolverine last night!!! Now I can die happy, well not yet though, got a few things to get done first, but was my MoY"
1694204155,fun,Lrodriquez,Just got home from my date omg so much fun im excited,Just got home from my date omg so much fun im excited,p1000004707,,
1694204167,fun,lynxneplusultra,finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,a37594b015,positive,glorious mood
1694204180,relief,Azizah_Crane,"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo","is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",53b49d8128,positive,well-deserved break
1694204195,sadness,BBRRIITTTTYY, aww thank you  so is yours ****,@sharlynnx aww thank you  so is yours xx,p1000004708,,
1694204371,enthusiasm,kikofbaby, keith... im better now,@Hayday12 keith... im better now,p1000004709,,
1694204454,happiness,NKOTBFanForLife, i bet they will be great bags! Can`t wait!,@DonniesCupcake i bet they will be great bags! Can't wait!,323e53905b,positive,! Can`t wait!
1694204570,worry,AxSylum," You can get into Canada, but I can`t?  WTF!!!   (Seriously, I`m not allowed to cross the border!)","@UncleCreepy You can get into Canada, but I can't?  WTF!!!   (Seriously, I'm not allowed to cross the border!)",5d5178af59,negative,"ly, I`m not allowed to cross the borde"
1694218742,love,Englishcoach,Excited that I get to add a new listening Exercise to the site.  Stay tuned!,Excited that I get to add a new listening Exercise to the site.  Stay tuned!,p1000004710,,
1694218859,happiness,Shudh,  the car illusin is Kool,@zef  the car illusin is Kool,p1000004711,,
1694218913,love,trademark_d,I am thoroughly enjoying my new ringtone,I am thoroughly enjoying my new ringtone,p1000004712,,
1694218991,neutral,Abel2photo,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?aff_id=7891,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?aff_id=7891,8fd3eeca66,neutral,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less
1694219081,neutral,PaulChristian,"Enough studying,whew... Time for sleep","Enough studying,whew... Time for sleep",a19589756e,neutral,"Enough studying,whew... Time for sleep"
1694219104,happiness,michaeldunlop,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,7a4fc188de,neutral,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set
1694219130,neutral,hiphoplistings,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,b593189c2d,neutral,
1694219184,hate,ahjj,"Boys are stupid, throw rocks at them","Boys are stupid, throw rocks at them",303f835cb7,negative,"stupid,"
1694219207,love,d33jtv,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys,022ea32026,neutral,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys
1694219218,worry,ShelbyLarson,Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html,Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html,d2e9eadb57,neutral,Ustream replay for Control Your Rankings.
1694219287,enthusiasm,Pookalubbu,"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!","Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!",e444a25f44,positive,"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up"
1694219314,surprise,SandyMusicFreak,you know what`s today? no? it`s the Star Wars day you ****!,you know what's today? no? it's the Star Wars day you ass!,d8729c1fe3,neutral,you know what`s today? no? it`s the Star Wars day you ****!
1694219317,fun,Krystina712,is starting to get this whole Twitter thing!,is starting to get this whole Twitter thing!,748e00f196,neutral,is starting to get this whole Twitter thing!
1694219342,worry,enioaguirre, I don`t know how you do it,@cocont123 I don't know how you do it,6281355add,neutral,I don`t know how you do it
1694219499,love,KayMekri,listening to Lily Allen`s last album - it`s quite good,listening to Lily Allen's last album - it's quite good,180cff03d2,positive,quite good
1694219502,worry,mariaggonzalez, good luck going to sleep. i`m up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?,@beauknows good luck going to sleep. i'm up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?,7a296b88d5,positive,good luck
1694219613,happiness,clockspot," Hey Luis, thanks!  I have Flash and my prof`s code to thank for that.  *cough*","@giogadi Hey Luis, thanks!  I have Flash and my prof's code to thank for that.  *cough*",d58d9dd604,positive,thanks!
1694219630,sadness,iAshim, Well I am on the RIGHT side of thirty,@JavierChua Well I am on the RIGHT side of thirty,a3fe525405,neutral,Well I am on the RIGHT side of thirty
1694219737,happiness,Belldelaide_H, Thanks PP!,@joyee0720 Thanks PP!,02669ef6ac,positive,Thanks
1694219809,worry,brettonvine," if you want conversation, use email/mailing lists. I`m not convinced `140 chars and less` replies are conversation","@pauljacobson if you want conversation, use email/mailing lists. I'm not convinced '140 chars and less' replies are conversation",63f9fed84e,negative,I`m not convinced `140 chars and less` replies are conversation
1694219824,happiness,alangurbutt, good morning from Lincolnshire. I could use some exercise also,@danijelabaron good morning from Lincolnshire. I could use some exercise also,d6d8eec891,positive,good
1694219842,love,yumi123," loved your new picture, and definetly loved you background  Ha. ****","@LittleFletcher loved your new picture, and definetly loved you background  Ha. xx",p1000004713,,
1694219898,happiness,stellarxflip,"Sometimes after a long weekend, you just need good conversation. thanks bro","Sometimes after a long weekend, you just need good conversation. thanks bro",b749c20598,positive,good conversation. thanks bro
1694219962,sadness,elmiro4ka,"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )","Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",bfec7b81ca,neutral,"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )"
1694219987,neutral,heath7s,i wear a lot of white  http://tinyurl.com/dlbltg,i wear a lot of white  http://tinyurl.com/dlbltg,d7607b8133,negative,
1694220014,sadness,Stefachino," hahaha this is super late, but thank you!!","@danielleg1709 hahaha this is super late, but thank you!!",72bd41a87e,neutral,"hahaha this is super late, but thank you!!"
1694220018,worry,_amberlovely," good thing really, `cause you`re never getting rid of us.  please don`t leave us.","@tommcfly good thing really, 'cause you're never getting rid of us.  please don't leave us.",p1000004714,,
1694220111,neutral,Lord_Kartz," Heh heh heh, come on! It is a THQ release! Ah well, I can try almost anything that is billed as RPG!","@thunderror Heh heh heh, come on! It is a THQ release! Ah well, I can try almost anything that is billed as RPG!",6ac6671968,neutral,"Heh heh heh, come on! It is a THQ release! Ah well, I can try almost anything that is billed as RPG!"
1694220138,relief,MzMink,"Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows.","Heading to bed. I think I'll read for a bit, propped up on fluffy pillows.",613e671a65,neutral,"Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows."
1694220148,love,loveonherwrist, i have a song suggestion. anything from the veronicas first album - the secret life of...  that would be a good choice,@kyleandjackieo i have a song suggestion. anything from the veronicas first album - the secret life of...  that would be a good choice,d80733f533,positive,that would be a good choice
1694220157,surprise,BevClement," so what are your plans seeing it`s a bank holiday there and raining, well it should be raining it`s a bank holiday","@sidthelab so what are your plans seeing it's a bank holiday there and raining, well it should be raining it's a bank holiday",p1000004715,,
1694220293,enthusiasm,MiszNYC,Hey  yes! Praise Him! lol   (deangeloredman live > http://ustre.am/2NlC),Hey @deangeloredman yes! Praise Him! lol   (deangeloredman live &gt; http://ustre.am/2NlC),p1000004716,,
1694220296,neutral,eeyore_mana,looking at the moon and thinking about _____...,looking at the moon and thinking about _____...,p1000004717,,
1694220300,neutral,NelsonFlores,Band work. I need my own laptop!  buy me one Ill drive your shifts forever!,Band work. I need my own laptop! @Solomonjoy buy me one Ill drive your shifts forever!,cdc54f3006,neutral,Band work. I need my own laptop!  buy me one Ill drive your shifts forever!
1694220375,love,cece_newnew,http://twitpic.com/4jacy - the lovelies ms  rane & i,http://twitpic.com/4jacy - the lovelies ms @angieange rane &amp; i,p1000004718,,
1694220381,neutral,nadiaparry," Yep they are open, it`s Sunday hours tho","@kerryetches Yep they are open, it's Sunday hours tho",a61b57c8ca,neutral,"Yep they are open, it`s Sunday hours tho"
1694220449,neutral,rabinshres,_sth am just relaying news thts reaching me ...but i said confirmation remains,@bina_sth am just relaying news thts reaching me ...but i said confirmation remains,p1000004719,,
1694220551,love,ChristinaStokes, I love all of their music.,@clarexsaula I love all of their music.,p1000004720,,
1694220618,happiness,jigalin,"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV","anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV",b65fff362b,negative,not interested
1694220650,neutral,RegicidalDwarf, NICE I must see this,@karanguni NICE I must see this,26f6672d1c,positive,NICE
1694220686,empty,DominaCaffeine, *waves* not quite some of us are still lounging around   How are you this morning?,@AliBee16 *waves* not quite some of us are still lounging around   How are you this morning?,p1000004721,,
1694220719,love,SilverSurfing," Hope you had a great weekend, congratulations!","@NateALO Hope you had a great weekend, congratulations!",84fecbe3bf,positive,great
1694220747,worry,jehllai,is a movie afficionado. I might just as well write about the films i watch.,is a movie afficionado. I might just as well write about the films i watch.,p1000004722,,
1694220791,neutral,laura754,"I mean, I`m just figuring out how to work it all","I mean, I'm just figuring out how to work it all",2ddb792fa2,neutral,"I mean, I`m just figuring out how to work it all"
1694220947,happiness,wips,lees net op Twitter dat het #Happy Star Wars day is... 'May the 4th be with you'... Sjeez wat slecht,lees net op Twitter dat het #Happy Star Wars day is... &quot;May the 4th be with you&quot;... Sjeez wat slecht,p1000004723,,
1694220979,neutral,UniqueGuitarist, i am lol  ly,@McFlyXXDannyXX i am lol  ly,p1000004724,,
1694221032,neutral,skyhawkmatthew,"_iscool I have a 320GB drive in my MB, with 6GB free... and 1.5TB external storage permanently connected when at home","@rebecca_iscool I have a 320GB drive in my MB, with 6GB free... and 1.5TB external storage permanently connected when at home",1caf64ff52,neutral,
1694221060,happiness,Claudia_inD,Back in the office for a hectic week - but the weekend was awesome,Back in the office for a hectic week - but the weekend was awesome,e5b102e725,neutral,Back in the office for a hectic week - but the weekend was awesome
1694221076,surprise,dvroegop, You`re gonna wear pink outfits??? I assume she bought it for you,@RopeMarks You're gonna wear pink outfits??? I assume she bought it for you,9d15a606c2,neutral,You`re gonna wear pink outfits??? I assume she bought it for you
1694221099,neutral,SocialSammy,Gud nite all...will catch you all again tomorrow,Gud nite all...will catch you all again tomorrow,bca2d9c495,positive,Gud nite all..
1694221146,relief,annawaits, Ooh that is good... will wait a little bit to see how the money/job situation goes but thanks for that,@angryfeet Ooh that is good... will wait a little bit to see how the money/job situation goes but thanks for that,p1000004725,,
1694221200,sadness,kathrynne_klimo,Fast & Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol,Fast &amp; Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol,8cf31cdbf9,positive,EXCELLENT
1694221214,relief,jencorbett,"grubs up  so nice being cooked for, I feel like a princess every time","grubs up  so nice being cooked for, I feel like a princess every time",p1000004726,,
1694221221,relief,firecracker_sj," That`s alright, I forgive you. As long as you don`t ship harry/ron or harry/snape then we`re cool. Mu otp is Sirius/remus","@CheeseIsYellow That's alright, I forgive you. As long as you don't ship harry/ron or harry/snape then we're cool. Mu otp is Sirius/remus",p1000004727,,
1694221255,love,carrieheffernan,i love the feeling of a finishing a 10 page paper,i love the feeling of a finishing a 10 page paper,p1000004728,,
1694221331,enthusiasm,lexipanda," hey jesse, here`s your background  let me know what you think! http://tinyurl.com/cf2yuj","@myepeenisbigger hey jesse, here's your background  let me know what you think! http://tinyurl.com/cf2yuj",084f66e87b,neutral,"hey jesse, here`s your background  let me know what you think! http://tinyurl.com/cf2yuj"
1694221360,happiness,mrjawright, eagerly anticipating twitpics,@ralphp eagerly anticipating twitpics,cc930f7aa8,neutral,
1694221363,neutral,katepssh,i can`t wait till tomorrow. just because its a new day,i can't wait till tomorrow. just because its a new day,ce8ad9a73d,neutral,i can`t wait till tomorrow. just because its a new day
1694221426,neutral,petemc, may the 4th be with you,@xxnapoleonsolo may the 4th be with you,258c3b7c48,positive,may the 4th be with you
1694221462,worry,dizzycoolbabe,_85 Aaaargh help -it`s a conspiracy LOL! How are you today Lizzi?,@Lizzi_85 Aaaargh help -it's a conspiracy LOL! How are you today Lizzi?,a65649ef36,neutral,_85 Aaaargh help -it`s a conspiracy LOL! How are you today Lizzi?
1694221517,neutral,maddybt,has made herself officially unavailable to her best friend,has made herself officially unavailable to her best friend,70094c5e43,negative,unavailable
1694221553,neutral,headoverjon,"im sitting here super nervous about the chiodos contest, i hope i win!!!!","im sitting here super nervous about the chiodos contest, i hope i win!!!!",7e3052803d,neutral,"im sitting here super nervous about the chiodos contest, i hope i win!!!!"
1694221558,love,dolidh,"Listening to comedians like Felicia Michaels, Margaret Cho and Jeff Dunham today","Listening to comedians like Felicia Michaels, Margaret Cho and Jeff Dunham today",p1000004729,,
1694221609,happiness,ashleycarey, me too,@donatoclassic me too,p1000004730,neutral,me too
1694221644,neutral,Official_M, SherriEShepherd gave the link for  http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps,@KristinStewart SherriEShepherd gave the link for @Brento http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps,c7bd31ba90,positive,. He gives Twitter tips. Hope this helps
1694221697,love,yumi123," Oh, and Happy Judd Day haha  #juddday","@LittleFletcher Oh, and Happy Judd Day haha  #juddday",5887ef4f8f,positive,Happy
1694221727,neutral,ayanami136, tnx for the repLy on myspace...,@garretjiroux tnx for the repLy on myspace...,423ad94dd0,neutral,tnx for the repLy on myspace...
1694221788,neutral,Lord_Kartz, ... and that includes the chota-chota stuff released by Reflexie Arcade too!,@thunderror ... and that includes the chota-chota stuff released by Reflexie Arcade too!,5502e089a6,neutral,and that includes the chota-chota stuff released by Reflexie Arcade too!
1694221895,worry,zsomborg,Zs.Nagy presents  http://www.nordugrid.org/manuals.html,Zs.Nagy presents  http://www.nordugrid.org/manuals.html,2c6f1f637b,neutral,
1694221976,neutral,hoado," Thanks b?n Tu?n . Vi?t ban ?ï¿½m, khï¿½ng ch?ng vï¿½ con khï¿½ng qu?y","@baomoi Thanks b?n Tu?n . Vi?t ban ?ï¿½m, khï¿½ng ch?ng vï¿½ con khï¿½ng qu?y",p1000004731,,
1694222044,love,Sampad,Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda`s new face after the pug). Even iLike,Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda's new face after the pug). Even iLike,35720a5a52,neutral,Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda`s new face after the pug). Even iLike
1694222105,neutral,carambs,  I think that`s the Muji stabilo.  Because she was eyeing mine last week.,@bratinella @madsdeguzman I think that's the Muji stabilo.  Because she was eyeing mine last week.,p1000004732,,
1694222169,empty,cece_newnew," oh naw; ill always be dha same cece, but when chanqes are needed ill make them","@Savoy41 oh naw; ill always be dha same cece, but when chanqes are needed ill make them",c496965a9c,neutral,"oh naw; ill always be dha same cece, but when chanqes are needed ill make them"
1694222218,happiness,BonnieDarling,Ok so this shower has been calling my name for about an hour I think I`ll indulge & respond now while I allow Robin Thicke to serenade me,Ok so this shower has been calling my name for about an hour I think I'll indulge &amp; respond now while I allow Robin Thicke to serenade me,92d4e5b85a,neutral,Ok so this shower has been calling my name for about an hour I think I`ll indulge & respond now while I allow Robin Thicke to serenade me
1694222234,neutral,jdeplater, I`ll be doing one of those too actually. It`s for a composite film but want it real with rain also. Let me know how you go.,@hectorbrossi I'll be doing one of those too actually. It's for a composite film but want it real with rain also. Let me know how you go.,p1000004733,,
1694222261,worry,Sh4dy," http://twitpic.com/4j585 - HAHA nice, now I need an iPhone","@eminem http://twitpic.com/4j585 - HAHA nice, now I need an iPhone",0ab354ce33,positive,"A nice,"
1694222277,neutral,lopezwilfred," No, nothing so important. I just like it to look like that. It`s an old hairstype actually","@besz No, nothing so important. I just like it to look like that. It's an old hairstype actually",608b02c067,positive,like
1694222285,surprise,nickmackechnie,  I saw you started following me -  Welcome - what do you do in AKL and for whom?,@venzann  I saw you started following me -  Welcome - what do you do in AKL and for whom?,4c1ecef2d1,positive,-  Welcom
